,Buckeye,Freq,Log Freq,Fischer,Freq,Log Freq,Google ,Freq,Log Freq,Switchboard,Freq,Log Freq
journal,4,1.42E-05,-11.16540492,100,4.76E-06,-12.25609757,18798968,1.83E-05,-10.9063117,32,2.19E-05,-10.73095868
journalism,2,7.08E-06,-11.8585521,87,4.14E-06,-12.39535964,3624504,3.54E-06,-12.55239622,6,4.10E-06,-12.40493512
journalistic,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,686311,6.70E-07,-14.21653807,1,6.83E-07,-14.19669459
joy,1,3.54E-06,-12.55169928,167,7.94E-06,-11.74327394,9031687,8.81E-06,-11.6393745,7,4.78E-06,-12.25078444
joyce,3,1.06E-05,-11.45308699,42,2.00E-06,-13.12359814,185936,1.81E-07,-15.52246642,,,
jubilee,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,251701,2.46E-07,-15.21962708,,,
judaism,2,7.08E-06,-11.8585521,21,9.99E-07,-13.81674532,147019,1.43E-07,-15.75730712,,,
judge,12,4.25E-05,-10.06679263,586,2.79E-05,-10.48794797,16053702,1.57E-05,-11.06417419,139,9.49E-05,-9.262220652
judged,1,3.54E-06,-12.55169928,49,2.33E-06,-12.96944746,3156502,3.08E-06,-12.69064922,4,2.73E-06,-12.81040022
judges,4,1.42E-05,-11.16540492,90,4.28E-06,-12.36145809,7035767,6.86E-06,-11.88910696,36,2.46E-05,-10.61317565
judgment,2,7.08E-06,-11.8585521,81,3.85E-06,-12.4668186,12853744,1.25E-05,-11.28647854,14,9.56E-06,-11.55763726
juice,1,3.54E-06,-12.55169928,258,1.23E-05,-11.30830817,6938817,6.77E-06,-11.90298237,14,9.56E-06,-11.55763726
juicy,1,3.54E-06,-12.55169928,35,1.66E-06,-13.3059197,1877783,1.83E-06,-13.21002185,1,6.83E-07,-14.19669459
jukebox,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,787550,7.68E-07,-14.07894209,,,
julie,2,7.08E-06,-11.8585521,142,6.75E-06,-11.9054407,587004,5.73E-07,-14.37283732,7,4.78E-06,-12.25078444
juliet,3,1.06E-05,-11.45308699,21,9.99E-07,-13.81674532,121061,1.18E-07,-15.9515744,,,
juliette,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,43279,4.22E-08,-16.98020142,,,
july,4,1.42E-05,-11.16540492,685,3.26E-05,-10.33184892,1363214,1.33E-06,-13.53026852,33,2.25E-05,-10.70018702
jumble,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,231790,2.26E-07,-15.30203716,,,
jump,8,2.83E-05,-10.47225774,776,3.69E-05,-10.20711524,12646497,1.23E-05,-11.30273341,40,2.73E-05,-10.50781513
jumped,4,1.42E-05,-11.16540492,220,1.05E-05,-11.46764021,3656677,3.57E-06,-12.54355886,20,1.37E-05,-11.20096231
jumping,5,1.77E-05,-10.94226137,282,1.34E-05,-11.21936069,3461867,3.38E-06,-12.59830563,19,1.30E-05,-11.25225561
june,10,3.54E-05,-10.24911419,455,2.16E-05,-10.74097034,1416371,1.38E-06,-13.4920157,36,2.46E-05,-10.61317565
junior,15,5.31E-05,-9.84364908,633,3.01E-05,-10.41079733,6849661,6.68E-06,-11.91591451,71,4.85E-05,-9.934014708
juniors,1,3.54E-06,-12.55169928,21,9.99E-07,-13.81674532,908642,8.87E-07,-13.93591777,1,6.83E-07,-14.19669459
junk,5,1.77E-05,-10.94226137,324,1.54E-05,-11.08052424,3831775,3.74E-06,-12.49678553,36,2.46E-05,-10.61317565
juries,1,3.54E-06,-12.55169928,25,1.19E-06,-13.64239193,442308,4.32E-07,-14.65586248,43,2.94E-05,-10.43549447
jurisdiction,1,3.54E-06,-12.55169928,18,8.56E-07,-13.970896,10965470,1.07E-05,-11.44536243,5,3.42E-06,-12.58725667
jury,5,1.77E-05,-10.94226137,386,1.84E-05,-10.90543039,7738593,7.55E-06,-11.79389378,320,0.000218577,-8.42837359
just,2435,0.008617181,-4.753997246,166804,0.007933246,-4.836693007,378617301,0.000369416,-7.903587736,10823,0.007392674,-4.907265807
justice,6,2.12E-05,-10.75993981,270,1.28E-05,-11.2628458,17399802,1.70E-05,-10.98365484,41,2.80E-05,-10.48312252
justices,2,7.08E-06,-11.8585521,5,2.38E-07,-15.25182984,793899,7.75E-07,-14.0709127,1,6.83E-07,-14.19669459
justified,2,7.08E-06,-11.8585521,90,4.28E-06,-12.36145809,4304520,4.20E-06,-12.38044804,7,4.78E-06,-12.25078444
justifying,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,631736,6.16E-07,-14.29939736,,,
juvenile,3,1.06E-05,-11.45308699,47,2.24E-06,-13.01112016,4200816,4.10E-06,-12.40483488,1,6.83E-07,-14.19669459
k,6,2.12E-05,-10.75993981,20,9.51E-07,-13.86553548,73736098,7.19E-05,-9.539621195,25,1.71E-05,-10.97781876
kaczynski,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,1353,1.32E-09,-20.4455446,,,
kamikaze,1,3.54E-06,-12.55169928,15,7.13E-07,-14.15321756,107427,1.05E-07,-16.0710574,,,
kangaroo,2,7.08E-06,-11.8585521,30,1.43E-06,-13.46007038,478469,4.67E-07,-14.57727753,,,
kangaroos,2,7.08E-06,-11.8585521,6,2.85E-07,-15.06950829,177599,1.73E-07,-15.56834075,,,
karaoke,1,3.54E-06,-12.55169928,33,1.57E-06,-13.3647602,2076164,2.03E-06,-13.10959171,,,
karl,2,7.08E-06,-11.8585521,27,1.28E-06,-13.56543089,238276,2.32E-07,-15.27443928,1,6.83E-07,-14.19669459
kat,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,719948,7.02E-07,-14.16868996,,,
kathy,1,3.54E-06,-12.55169928,109,5.18E-06,-12.16991987,289596,2.83E-07,-15.0793821,5,3.42E-06,-12.58725667
kathy's,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,,,,1,6.83E-07,-14.19669459
katsenmoyer,1,3.54E-06,-12.55169928,,,,,,,,,
kawai,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,21773,2.12E-08,-17.66719828,,,
keep,131,0.000463594,-7.676501958,9675,0.000460146,-7.683967239,92748957,9.05E-05,-9.310217215,775,0.000529365,-7.543831556
keeper,1,3.54E-06,-12.55169928,31,1.47E-06,-13.42728055,1981892,1.93E-06,-13.15606173,,,
keeping,8,2.83E-05,-10.47225774,977,4.65E-05,-9.976781105,19184258,1.87E-05,-10.88602362,94,6.42E-05,-9.653399803
keeps,11,3.89E-05,-10.15380401,1236,5.88E-05,-9.741632119,12279217,1.20E-05,-11.33220551,95,6.49E-05,-9.642817694
kegs,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,125577,1.23E-07,-15.91494983,,,
keitel,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,3071,3.00E-09,-19.62586571,,,
ken,1,3.54E-06,-12.55169928,140,6.66E-06,-11.91962533,986597,9.63E-07,-13.8536073,10,6.83E-06,-11.89410949
kenisha,1,3.54E-06,-12.55169928,,,,1564,1.53E-09,-20.30062231,,,
kennedy,5,1.77E-05,-10.94226137,130,6.18E-06,-11.99373331,267447,2.61E-07,-15.15894753,19,1.30E-05,-11.25225561
kennedys,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,70601,6.89E-08,-16.49082464,,,
kennel,5,1.77E-05,-10.94226137,64,3.04E-06,-12.70238467,600943,5.86E-07,-14.34936886,2,1.37E-06,-13.5035474
kent,3,1.06E-05,-11.45308699,22,1.05E-06,-13.7702253,619634,6.05E-07,-14.31873997,,,
kentucky,7,2.48E-05,-10.60578913,530,2.52E-05,-10.58839075,802193,7.83E-07,-14.06051972,29,1.98E-05,-10.82939876
kenyon,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,17015,1.66E-08,-17.91377364,4,2.73E-06,-12.81040022
kept,31,0.000109705,-9.117712077,1810,8.61E-05,-9.360185633,26929252,2.63E-05,-10.54690054,177,0.0001209,-9.020544853
kernel,1,3.54E-06,-12.55169928,,,,17129907,1.67E-05,-10.99928779,1,6.83E-07,-14.19669459
key,14,4.95E-05,-9.912641951,530,2.52E-05,-10.58839075,87225985,8.51E-05,-9.371611392,34,2.32E-05,-10.67033406
keyboard,1,3.54E-06,-12.55169928,110,5.23E-06,-12.16078739,10754431,1.05E-05,-11.46479582,3,2.05E-06,-13.0980823
keyboarding,2,7.08E-06,-11.8585521,26,1.24E-06,-13.60317122,160007,1.56E-07,-15.67265139,,,
keyboards,1,3.54E-06,-12.55169928,20,9.51E-07,-13.86553548,2269807,2.21E-06,-13.02041887,1,6.83E-07,-14.19669459
keys,2,7.08E-06,-11.8585521,104,4.95E-06,-12.21687686,15881305,1.55E-05,-11.07497104,8,5.46E-06,-12.11725304
khazakstan,1,3.54E-06,-12.55169928,,,,,,,,,
kick,7,2.48E-05,-10.60578913,547,2.60E-05,-10.55681895,9068579,8.85E-06,-11.63529809,28,1.91E-05,-10.86449008
kicked,4,1.42E-05,-11.16540492,297,1.41E-05,-11.16753562,3280086,3.20E-06,-12.65224403,14,9.56E-06,-11.55763726
kicking,4,1.42E-05,-11.16540492,139,6.61E-06,-11.92679382,2230795,2.18E-06,-13.03775565,4,2.73E-06,-12.81040022
kicks,1,3.54E-06,-12.55169928,76,3.61E-06,-12.53053442,2713384,2.65E-06,-12.84191711,2,1.37E-06,-13.5035474
kid,157,0.000555605,-7.495453476,3760,0.000178827,-8.62909352,11192731,1.09E-05,-11.42484912,168,0.000114753,-9.072730606
kid's,11,3.89E-05,-10.15380401,192,9.13E-06,-11.60377238,1771,1.73E-09,-20.17632459,14,9.56E-06,-11.55763726
kidding,14,4.95E-05,-9.912641951,1364,6.49E-05,-9.643090918,2278128,2.22E-06,-13.01675962,76,5.19E-05,-9.865961245
kids,516,0.001826064,-6.305592516,20902,0.000994105,-6.91366763,37124896,3.62E-05,-10.22582588,1515,0.001034824,-6.873523868
kids',5,1.77E-05,-10.94226137,264,1.26E-05,-11.28531865,1387,1.35E-09,-20.42072581,8,5.46E-06,-12.11725304
kids'll,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,2786,2.72E-09,-19.72326207,1,6.83E-07,-14.19669459
kilbourne,1,3.54E-06,-12.55169928,,,,3831,3.74E-09,-19.40474308,,,
kill,23,8.14E-05,-9.416205065,1438,6.84E-05,-9.590259219,17089849,1.67E-05,-11.00162901,116,7.92E-05,-9.443104394
killed,28,9.91E-05,-9.219494771,1423,6.77E-05,-9.600745159,20746231,2.02E-05,-10.80774908,117,7.99E-05,-9.434520651
killer,2,7.08E-06,-11.8585521,129,6.14E-06,-12.00145535,5576447,5.44E-06,-12.12156184,13,8.88E-06,-11.63174523
killing,10,3.54E-05,-10.24911419,673,3.20E-05,-10.34952243,9516171,9.28E-06,-11.58712111,41,2.80E-05,-10.48312252
kills,1,3.54E-06,-12.55169928,228,1.08E-05,-11.43192213,4686861,4.57E-06,-12.29535061,10,6.83E-06,-11.89410949
kimonos,1,3.54E-06,-12.55169928,,,,103136,1.01E-07,-16.11182044,1,6.83E-07,-14.19669459
kin,1,3.54E-06,-12.55169928,18,8.56E-07,-13.970896,1317937,1.29E-06,-13.56404604,1,6.83E-07,-14.19669459
kind,497,0.001758825,-6.343109255,44054,0.002095221,-6.168096324,64363584,6.28E-05,-9.675565664,3812,0.002603795,-5.950785321
kinda,66,0.000233566,-8.362044539,15257,0.000725627,-7.228474064,4961342,4.84E-06,-12.2384374,,,
kindergarten,29,0.000102628,-9.184403451,495,2.35E-05,-10.65670999,1932464,1.89E-06,-13.1813178,60,4.10E-05,-10.10235002
kindergarteners,3,1.06E-05,-11.45308699,13,6.18E-07,-14.2963184,29003,2.83E-08,-17.38046968,,,
kindness,2,7.08E-06,-11.8585521,39,1.85E-06,-13.19770611,2025049,1.98E-06,-13.13451977,1,6.83E-07,-14.19669459
kinds,34,0.000120322,-9.025338756,2285,0.000108675,-9.127146454,33803141,3.30E-05,-10.31955994,254,0.000173495,-8.659360318
king,3,1.06E-05,-11.45308699,482,2.29E-05,-10.68332364,14043647,1.37E-05,-11.19794355,33,2.25E-05,-10.70018702
kiosks,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,599325,5.85E-07,-14.35206493,,,
kira,1,3.54E-06,-12.55169928,,,,87741,8.56E-08,-16.27347966,,,
kirk,1,3.54E-06,-12.55169928,24,1.14E-06,-13.68321393,343743,3.35E-07,-14.90797467,3,2.05E-06,-13.0980823
kirkisville,1,3.54E-06,-12.55169928,,,,,,,,,
kirkwood,2,7.08E-06,-11.8585521,,,,18265,1.78E-08,-17.84288229,,,
kirwan,1,3.54E-06,-12.55169928,,,,6833,6.67E-09,-18.82610513,,,
kiss,3,1.06E-05,-11.45308699,122,5.80E-06,-12.05724671,6990338,6.82E-06,-11.89558476,9,6.15E-06,-11.99947001
kitchen,8,2.83E-05,-10.47225774,388,1.85E-05,-10.90026242,18950993,1.85E-05,-10.89825734,69,4.71E-05,-9.962588081
kitchens,1,3.54E-06,-12.55169928,26,1.24E-06,-13.60317122,1412082,1.38E-06,-13.49504846,3,2.05E-06,-13.0980823
kites,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,430823,4.20E-07,-14.68217162,2,1.37E-06,-13.5035474
kitten,2,7.08E-06,-11.8585521,202,9.61E-06,-11.55300006,1352069,1.32E-06,-13.53847766,4,2.73E-06,-12.81040022
kittens,1,3.54E-06,-12.55169928,215,1.02E-05,-11.49062973,1016013,9.91E-07,-13.82422753,12,8.20E-06,-11.71178794
knee,8,2.83E-05,-10.47225774,217,1.03E-05,-11.4813704,5597904,5.46E-06,-12.11772143,26,1.78E-05,-10.93859805
knees,2,7.08E-06,-11.8585521,201,9.56E-06,-11.55796285,3725763,3.64E-06,-12.52484201,14,9.56E-06,-11.55763726
knew,126,0.000445899,-7.715417374,4030,0.000191668,-8.559746102,30474591,2.97E-05,-10.42322042,235,0.000160517,-8.737109071
knife,3,1.06E-05,-11.45308699,211,1.00E-05,-11.50940962,5480584,5.35E-06,-12.13890201,8,5.46E-06,-12.11725304
knit,2,7.08E-06,-11.8585521,124,5.90E-06,-12.04098619,2563968,2.50E-06,-12.89855761,21,1.43E-05,-11.15217215
knitting,1,3.54E-06,-12.55169928,67,3.19E-06,-12.65657514,2047359,2.00E-06,-13.123563,12,8.20E-06,-11.71178794
knives,3,1.06E-05,-11.45308699,139,6.61E-06,-11.92679382,2302464,2.25E-06,-13.00613382,4,2.73E-06,-12.81040022
knob,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,1523867,1.49E-06,-13.41886249,2,1.37E-06,-13.5035474
knock,5,1.77E-05,-10.94226137,352,1.67E-05,-10.99763658,3763282,3.67E-06,-12.51482222,32,2.19E-05,-10.73095868
knocked,2,7.08E-06,-11.8585521,150,7.13E-06,-11.85063246,2435566,2.38E-06,-12.9499345,6,4.10E-06,-12.40493512
knocking,2,7.08E-06,-11.8585521,86,4.09E-06,-12.40692046,1383496,1.35E-06,-13.51550004,7,4.78E-06,-12.25078444
know,1781,0.006302751,-5.066768998,443735,0.021104163,-3.85828494,282035979,0.000275182,-8.198079023,23608,0.016125496,-4.127353669
knowing,38,0.000134478,-8.914113121,1044,4.97E-05,-9.910452988,11800476,1.15E-05,-11.3719738,50,3.42E-05,-10.28467158
knowingly,1,3.54E-06,-12.55169928,13,6.18E-07,-14.2963184,1627277,1.59E-06,-13.35320561,,,
knowledge,10,3.54E-05,-10.24911419,595,2.83E-05,-10.47270635,65902273,6.43E-05,-9.651940739,45,3.07E-05,-10.3900321
knowledgeable,1,3.54E-06,-12.55169928,89,4.23E-06,-12.37263139,2980695,2.91E-06,-12.74795718,10,6.83E-06,-11.89410949
known,35,0.000123861,-8.99635122,1439,6.84E-05,-9.58956405,81708272,7.97E-05,-9.436958426,69,4.71E-05,-9.962588081
knows,39,0.000138016,-8.888137635,2777,0.000132075,-8.93214127,23035242,2.25E-05,-10.70308837,127,8.67E-05,-9.352507499
koala,2,7.08E-06,-11.8585521,6,2.85E-07,-15.06950829,224977,2.20E-07,-15.33187078,1,6.83E-07,-14.19669459
koalas,2,7.08E-06,-11.8585521,,,,76499,7.46E-08,-16.41059128,,,
kohl's,1,3.54E-06,-12.55169928,,,,,,,,,
kong,2,7.08E-06,-11.8585521,77,3.66E-06,-12.51746234,1098525,1.07E-06,-13.7461453,4,2.73E-06,-12.81040022
kroger's,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,,,,1,6.83E-07,-14.19669459
kruschev,1,3.54E-06,-12.55169928,,,,356,3.47E-10,-21.7806935,,,
krushchev,1,3.54E-06,-12.55169928,,,,,,,,,
kwaanza,1,3.54E-06,-12.55169928,,,,442,4.31E-10,-21.56431435,,,
l,13,4.60E-05,-9.986749924,40,1.90E-06,-13.1723883,74704982,7.29E-05,-9.526566888,32,2.19E-05,-10.73095868
la,5,1.77E-05,-10.94226137,260,1.24E-05,-11.30058613,65902887,6.43E-05,-9.651931422,43,2.94E-05,-10.43549447
la-dee-da,1,3.54E-06,-12.55169928,,,,,,,,,
lab,1,3.54E-06,-12.55169928,462,2.20E-05,-10.72570287,10780042,1.05E-05,-11.46241721,29,1.98E-05,-10.82939876
label,1,3.54E-06,-12.55169928,89,4.23E-06,-12.37263139,20872278,2.04E-05,-10.8016918,7,4.78E-06,-12.25078444
labeled,1,3.54E-06,-12.55169928,25,1.19E-06,-13.64239193,5405101,5.27E-06,-12.15277053,5,3.42E-06,-12.58725667
labeling,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,2734310,2.67E-06,-12.83423455,,,
labels,1,3.54E-06,-12.55169928,33,1.57E-06,-13.3647602,10426358,1.02E-05,-11.49577665,4,2.73E-06,-12.81040022
labor,10,3.54E-05,-10.24911419,552,2.63E-05,-10.54771971,18369313,1.79E-05,-10.92943217,35,2.39E-05,-10.64134652
laborers,1,3.54E-06,-12.55169928,28,1.33E-06,-13.52906325,786141,7.67E-07,-14.08073278,2,1.37E-06,-13.5035474
labs,1,3.54E-06,-12.55169928,158,7.51E-06,-11.79867272,3367869,3.29E-06,-12.62583347,8,5.46E-06,-12.11725304
lack,19,6.72E-05,-9.607260302,503,2.39E-05,-10.64067759,28926983,2.82E-05,-10.47533884,20,1.37E-05,-11.20096231
lacking,6,2.12E-05,-10.75993981,96,4.57E-06,-12.29691957,4144367,4.04E-06,-12.41836361,5,3.42E-06,-12.58725667
ladder,2,7.08E-06,-11.8585521,43,2.05E-06,-13.10006764,2967351,2.90E-06,-12.75244404,4,2.73E-06,-12.81040022
ladies,5,1.77E-05,-10.94226137,239,1.14E-05,-11.3848042,12427924,1.21E-05,-11.32016779,19,1.30E-05,-11.25225561
lady,22,7.79E-05,-9.460656828,1237,5.88E-05,-9.740823384,11662636,1.14E-05,-11.38372344,69,4.71E-05,-9.962588081
lag,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,2113924,2.06E-06,-13.09156774,,,
lagged,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,515183,5.03E-07,-14.50334677,,,
laid,7,2.48E-05,-10.60578913,692,3.29E-05,-10.3216818,11353511,1.11E-05,-11.41058664,42,2.87E-05,-10.45902497
lake,10,3.54E-05,-10.24911419,788,3.75E-05,-10.19176967,11549799,1.13E-05,-11.39344564,170,0.000116119,-9.060896148
lakes,1,3.54E-06,-12.55169928,188,8.94E-06,-11.62482579,4294971,4.19E-06,-12.38266887,47,3.21E-05,-10.34654698
lamas,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,60753,5.93E-08,-16.64105249,,,
lamaze,3,1.06E-05,-11.45308699,1,4.76E-08,-16.86126776,17243,1.68E-08,-17.90046269,,,
lamb,1,3.54E-06,-12.55169928,68,3.23E-06,-12.64176005,2117911,2.07E-06,-13.08968345,3,2.05E-06,-13.0980823
lame,2,7.08E-06,-11.8585521,102,4.85E-06,-12.23629494,2269126,2.21E-06,-13.02071894,3,2.05E-06,-13.0980823
lan,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,1539824,1.50E-06,-13.40844555,,,
lancaster,1,3.54E-06,-12.55169928,82,3.90E-06,-12.45454851,213546,2.08E-07,-15.38401668,,,
land,27,9.55E-05,-9.255862415,782,3.72E-05,-10.19941302,61973367,6.05E-05,-9.713408943,78,5.33E-05,-9.839985759
landed,1,3.54E-06,-12.55169928,80,3.80E-06,-12.47924112,3385222,3.30E-06,-12.62069418,3,2.05E-06,-13.0980823
landing,1,3.54E-06,-12.55169928,34,1.62E-06,-13.33490723,4928160,4.81E-06,-12.24514798,11,7.51E-06,-11.79879931
landlord,3,1.06E-05,-11.45308699,45,2.14E-06,-13.05460527,2524678,2.46E-06,-12.91400014,2,1.37E-06,-13.5035474
lands,1,3.54E-06,-12.55169928,39,1.85E-06,-13.19770611,9478495,9.25E-06,-11.59108812,4,2.73E-06,-12.81040022
lane,8,2.83E-05,-10.47225774,89,4.23E-06,-12.37263139,5217947,5.09E-06,-12.18800964,5,3.42E-06,-12.58725667
language,20,7.08E-05,-9.555967008,1366,6.50E-05,-9.641625717,73317199,7.15E-05,-9.545318451,69,4.71E-05,-9.962588081
languages,5,1.77E-05,-10.94226137,235,1.12E-05,-11.40168224,19915168,1.94E-05,-10.84863202,17,1.16E-05,-11.36348124
lantern,3,1.06E-05,-11.45308699,3,1.43E-07,-15.76265547,783027,7.64E-07,-14.08470177,,,
lap,1,3.54E-06,-12.55169928,178,8.47E-06,-11.67948421,4160854,4.06E-06,-12.41439333,15,1.02E-05,-11.48864438
lard,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,242346,2.36E-07,-15.25750249,1,6.83E-07,-14.19669459
large,21,7.43E-05,-9.507176843,1409,6.70E-05,-9.610632245,120376485,0.000117451,-9.049489465,234,0.000159834,-8.74137347
largely,1,3.54E-06,-12.55169928,44,2.09E-06,-13.07707812,11379702,1.11E-05,-11.40828243,6,4.10E-06,-12.40493512
larger,7,2.48E-05,-10.60578913,374,1.78E-05,-10.93701196,45796205,4.47E-05,-10.01591244,51,3.48E-05,-10.26486895
largest,3,1.06E-05,-11.45308699,209,9.94E-06,-11.5189335,39419390,3.85E-05,-10.16585584,20,1.37E-05,-11.20096231
larry,2,7.08E-06,-11.8585521,158,7.51E-06,-11.79867272,504294,4.92E-07,-14.52470952,9,6.15E-06,-11.99947001
las,2,7.08E-06,-11.8585521,286,1.36E-05,-11.20527595,12719120,1.24E-05,-11.2970073,8,5.46E-06,-12.11725304
laser,2,7.08E-06,-11.8585521,24,1.14E-06,-13.68321393,12865605,1.26E-05,-11.2855562,7,4.78E-06,-12.25078444
lash,1,3.54E-06,-12.55169928,11,5.23E-07,-14.46337248,371559,3.63E-07,-14.83016128,1,6.83E-07,-14.19669459
lashuka,1,3.54E-06,-12.55169928,,,,,,,,,
lassie,3,1.06E-05,-11.45308699,11,5.23E-07,-14.46337248,52991,5.17E-08,-16.77774686,,,
lassie's,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,,,,,,
last,128,0.000452977,-7.699669017,11755,0.000559071,-7.489233796,241219808,0.000235357,-8.354405087,1030,0.000703544,-7.259380504
lasted,4,1.42E-05,-11.16540492,210,9.99E-06,-11.51416023,2709876,2.64E-06,-12.84321079,8,5.46E-06,-12.11725304
lasts,2,7.08E-06,-11.8585521,226,1.07E-05,-11.44073276,2423975,2.37E-06,-12.95470492,11,7.51E-06,-11.79879931
latch,1,3.54E-06,-12.55169928,21,9.99E-07,-13.81674532,992267,9.68E-07,-13.84787673,4,2.73E-06,-12.81040022
latchkey,1,3.54E-06,-12.55169928,13,6.18E-07,-14.2963184,22085,2.15E-08,-17.65297031,2,1.37E-06,-13.5035474
late,21,7.43E-05,-9.507176843,1647,7.83E-05,-9.454557027,54886178,5.36E-05,-9.834852121,172,0.000117485,-9.049200109
lately,7,2.48E-05,-10.60578913,1170,5.56E-05,-9.796508729,4741232,4.63E-06,-12.28381665,172,0.000117485,-9.049200109
later,45,0.00015925,-8.745036791,2404,0.000114335,-9.076378461,75636115,7.38E-05,-9.51417979,171,0.000116802,-9.055031029
lateral,2,7.08E-06,-11.8585521,2,9.51E-08,-16.16812058,3236032,3.16E-06,-12.66576578,,,
latin,2,7.08E-06,-11.8585521,113,5.37E-06,-12.13387994,8369334,8.17E-06,-11.71553936,29,1.98E-05,-10.82939876
latitude,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,2715697,2.65E-06,-12.84106503,2,1.37E-06,-13.5035474
latter,1,3.54E-06,-12.55169928,22,1.05E-06,-13.7702253,13251420,1.29E-05,-11.25600895,5,3.42E-06,-12.58725667
lauderdale,1,3.54E-06,-12.55169928,96,4.57E-06,-12.29691957,366519,3.58E-07,-14.84381859,,,
laugh,5,1.77E-05,-10.94226137,1424,6.77E-05,-9.600042665,8336663,8.13E-06,-11.71945065,27,1.84E-05,-10.90085772
laughed,1,3.54E-06,-12.55169928,156,7.42E-06,-11.81141175,3739212,3.65E-06,-12.52123878,20,1.37E-05,-11.20096231
laughing,5,1.77E-05,-10.94226137,579,2.75E-05,-10.49996528,4261909,4.16E-06,-12.39039649,13,8.88E-06,-11.63174523
laundry,2,7.08E-06,-11.8585521,170,8.09E-06,-11.72546932,3777575,3.69E-06,-12.5110314,16,1.09E-05,-11.42410586
law,64,0.000226489,-8.392816198,2665,0.000126748,-8.97330842,107637828,0.000105022,-9.161341524,187,0.000127731,-8.965585969
law's,3,1.06E-05,-11.45308699,80,3.80E-06,-12.47924112,207,2.02E-10,-22.32290544,1,6.83E-07,-14.19669459
lawn,4,1.42E-05,-11.16540492,143,6.80E-06,-11.89842313,3713771,3.62E-06,-12.52806587,106,7.24E-05,-9.533255491
lawns,1,3.54E-06,-12.55169928,40,1.90E-06,-13.1723883,705250,6.88E-07,-14.1893166,14,9.56E-06,-11.55763726
laws,26,9.20E-05,-9.293602743,780,3.71E-05,-10.20197384,33746788,3.29E-05,-10.32122843,76,5.19E-05,-9.865961245
lawsuit,7,2.48E-05,-10.60578913,36,1.71E-06,-13.27774882,4955705,4.84E-06,-12.23957423,4,2.73E-06,-12.81040022
lawsuits,2,7.08E-06,-11.8585521,48,2.28E-06,-12.99006675,2441407,2.38E-06,-12.94753916,9,6.15E-06,-11.99947001
lawyer,3,1.06E-05,-11.45308699,381,1.81E-05,-10.91846838,15883899,1.55E-05,-11.07480772,38,2.60E-05,-10.55910843
lawyers,6,2.12E-05,-10.75993981,283,1.35E-05,-11.21582086,10623147,1.04E-05,-11.47707837,66,4.51E-05,-10.00703984
lax,1,3.54E-06,-12.55169928,129,6.14E-06,-12.00145535,642926,6.27E-07,-14.28183932,10,6.83E-06,-11.89410949
lay,6,2.12E-05,-10.75993981,444,2.11E-05,-10.76544319,13065749,1.27E-05,-11.27011945,46,3.14E-05,-10.36805319
layed,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,233612,2.28E-07,-15.29420733,,,
laying,5,1.77E-05,-10.94226137,233,1.11E-05,-11.4102293,3550017,3.46E-06,-12.57316128,24,1.64E-05,-11.01864076
laymen,2,7.08E-06,-11.8585521,,,,169796,1.66E-07,-15.61327123,,,
layoffs,1,3.54E-06,-12.55169928,25,1.19E-06,-13.64239193,606725,5.92E-07,-14.33979331,12,8.20E-06,-11.71178794
layovers,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,28483,2.78E-08,-17.39856153,1,6.83E-07,-14.19669459
lazarus,11,3.89E-05,-10.15380401,3,1.43E-07,-15.76265547,85461,8.34E-08,-16.29980882,,,
lazenby,1,3.54E-06,-12.55169928,,,,2007,1.96E-09,-20.05122788,,,
lazy,9,3.18E-05,-10.3544747,423,2.01E-05,-10.81389558,3929933,3.83E-06,-12.47149129,15,1.02E-05,-11.48864438
